song_ID,title,singer,total,senti_ID
4510,As Long As You Love Me,Justin Bieber，Big Sean,20958,0.8
4511,Shanghai（上海）,Carta,12509,0.8666666666666667
4512,Thunder And Rain,Echoes of Nature,1185,1.0
4513,If U Seek Amy,Britney Spears,1532,0.8
4514,小鸡小鸡,王蓉,9175,1.0
4515,一生中最爱,谭咏麟,34721,0.8461538461538461
4516,Friends (Remix),Justin Bieber，BloodPop，Julia Michaels,3645,0.8
4517,These Heights,Lucas & Steve，Bassjackers，Caroline Pennell,2496,0.8333333333333334
4518,嘿，关于爱 ,阿肆,2421,1.0
4519,阳光宅男,周杰伦,15056,0.9230769230769231
4520,Moonflower,Michael Hoppé,1149,0.9333333333333333
4521,Young,Cosmos & Creature,9285,1.0
4522,Pacific Dive,Konut.,2464,1.0
4523,ø Skip Swing ø,VANTAGE //,4682,0.9166666666666666
4524,I knew this was coming (prod. killedmyself),deadbeatteen，fats'e,1177,0.9090909090909091
4525,像艳遇一样忧伤,钟立风,1117,0.9285714285714286
4526,Floorfiller,A*Teens,19580,0.9
4527,serce polska,Nunu,1780,0.75
4528,约定(Live),陈奕迅,30132,0.8
4529,Ah Yeah,Will Sparks,1241,0.75
4530,Summer Vibe (Pegato Remix),Pegato，Walk off the Earth,32787,0.8461538461538461
4531,多远都要在一起,G.E.M.邓紫棋,29533,0.6428571428571429
4532,The Fox（狐狸怎么叫）,Ylvis,24728,0.8
4533,Love Me Like You Do（电影《五十度灰》主题曲）,Ellie Goulding,43801,0.8571428571428571
4534,Can't Complain,Relient K,25268,0.6428571428571429
4535,七梅雪,兔裹煎蛋卷,1582,0.7857142857142857
4536,breeze,松田光由,7136,0.6666666666666666
4537,不要回来了 - 不予理解,Kc，杨佬叄，GumJ，OG,10428,1.0
4538,Річка,Various Artists,45737,0.7272727272727273
4539,拉德斯基进行曲,卡拉扬,4758,0.9333333333333333
4540,Epic Sax Guy (Cruzo Remix),Cruzo,22768,0.5714285714285714
4541,Final Breath,Coeur de Pirate,1171,0.9090909090909091
4542,Nova,Ahrix,16136,0.8571428571428571
4543,Ohio,hyukoh,4440,0.6666666666666666
4544,잠 못 드는 밤에（失眠的夜）,DIA,1924,1.0
4545,War,Sum 41,2769,1.0
4546,Smash! (Original Mix),Ummet Ozcan,9636,0.8571428571428571
4547,Sofía,Álvaro Soler,44471,0.8571428571428571
4548,Super Psycho Love,Simon Curtis,8286,0.8333333333333334
4549,Delicate,Taylor Swift,11268,0.0
4550,Курт Кобейн,Simple is Good,2238,0.7142857142857143
4551,Doki Doki no Disco 「ドキドキのディスコ」,ナニダト,1608,0.8666666666666667
4552,勇气,梁静茹,2548,1.0
4553,平安奇妙物语,IRiS七叶，泠鸢yousa，KBShinya，佑可猫，玄觞，云の泣，奇然，Mario，小祈Inory,2840,0.8
4554,赴梦【王者荣耀庄周同人歌】,五色石南叶,1266,1.0
4555,夏祭り、夢花火。,妹尾武,14946,1.0
4556,My Dream,DEAMN,1069,1.0
4557,夜三里,龙井说唱,6094,0.7857142857142857
4558,Something Just Like This,The Chainsmokers，Coldplay,4895,0.6923076923076923
4559,T.P.L (Talk Play Love),Any Band,2086,0.875
4560,雨过昔年,奇然,1341,0.9285714285714286
4561,It's Over,Jød，MEIDEN，Maki Flow,13091,0.9
4562,Uptown Funk,Mark Ronson，Bruno Mars,95242,0.7142857142857143
4563,Magic Symphony,C-BooL，Giang Pham,4380,0.7857142857142857
4564,The House Of House,Dimitri Vegas & Like Mike，Vini Vici，Cherry Moon Trax,1965,0.8888888888888888
4565,Mine (Illenium Remix),ILLENIUM，Phoebe Ryan,45847,0.5555555555555556
4566,그대야 안녕（你呀 再见）,We Are the Night,1249,1.0
4567,I just wanted to make you something beautiful,Industries Of The Blind,3367,0.6428571428571429
4568,Himlen I Min Favn,Iver Kleive，Aage Kvalbein,3119,1.0
4569,shizukana umi,松田光由,2806,0.75
4570,庭園にて。在庭园中。-泠鸢翻唱（Cover acane_madder）,泠鸢yousa,1671,0.8461538461538461
4571,Counting Stars,OneRepublic,85445,0.7692307692307693
4572,Siri Says,ZOOLY,4310,1.0
4573,All We Do ,Oh Wonder,9761,1.0
4574,Where Is The Love?,Justin Timberlake，Black Eyed Peas,9371,0.7142857142857143
4575,キセキ,日本ACG,1953,0.7
4576,Best Of Me,Sum 41,1316,0.875
4577,Worth It (Levianth Remix),Levianth,1739,0.7777777777777778
4578,Rainbow,Kitagawa Katsutoshi,1711,0.6363636363636364
4579,Green Sky,Alex Skrindo,14254,0.8888888888888888
4580,Pump It!,Rezonate,3233,0.7142857142857143
4581,Empyrean,Fired Earth Music，Jesper Kyd,2332,1.0
4582,Thank You for Everything...,depression,1885,0.8
4583,キラメキ-公生とかをりの演奏ver.-,wacci,3279,0.8666666666666667
4584,Nico,advantage Lucy,12075,1.0
4585,Alone (Instrumental Remix),Alan Walker，Noonie Bao,5239,1.0
4586,Rainy Day,김꽃,3574,0.5
4587,二人の距離,三輪学,1045,0.7777777777777778
4588,Die In Your Arms,Justin Bieber,1123,1.0
4589,Coco Jamboo (Calippo Remix),Angelika Vee，Calippo,5940,0.5714285714285714
4590,茶道,少司命,1126,0.9230769230769231
4591,Centuries,Fall Out Boy,47764,0.6666666666666666
4592,可惜不是你,梁静茹,1152,0.8
4593,Soldier,Samantha Jade,36961,0.7777777777777778
4594,亞特蘭提斯之戀,V.K克,1183,1.0
4595,Feels Great,Cheat Codes，CVBZ，Fetty Wap,1764,0.8333333333333334
4596,Come Back Quicker Please,April Rain,1733,0.6666666666666666
4597,Gold Skies (Tiësto Remix),Sander Van Doorn，Martin Garrix，DVBBS，Aleesia,1038,0.9333333333333333
4598,おじゃま虫/麻烦鬼（Cover 初音ミク）,线谱,2185,0.8571428571428571
4599,My Heart Will Go On,满舒克，MuSik I，廖伟珊,23952,0.8
4600,Six Feet Under (Hazey Eyes Remix),hazey eyes，Billie Eilish,2719,0.7142857142857143
4601,Outside,Calvin Harris，Ellie Goulding,17568,1.0
4602,KinjaBang,TroyBoi,3882,0.8888888888888888
4603,I See Fire (Kygo Remix),Kygo，Ed Sheeran,21618,0.75
4604,Colors,Halsey,7492,0.8666666666666667
4605,LIT (Extended Mix),VINAI，Olly James,1459,0.9333333333333333
4606,Trouble (Mike Williams Remix),Mike Williams，VÉRITÉ，R3hab,8481,1.0
4607,Kamelia (feat. Lidia Buble & DDY),Akcent,1218,0.8571428571428571
4608,Fwio,Saiakoup,2598,1.0
4609,遇萤（纯歌版）,CRITTY,12653,0.6923076923076923
4610,知名不具,阿肆,3851,0.8888888888888888
4611,Hey Jude,孙燕姿,8709,0.9230769230769231
4612,Hey (Radio Edit),Fais，Afrojack,2572,0.7777777777777778
4613,休み,VANTAGE //,1822,0.8
4614,Sad Romance (Violin ver.),V.A.,4085,0.8181818181818182
4615,몰라 너 싫어 （不知道 讨厌你）,Acourve，선아，리와인,1017,0.75
4616,Arcade (Extended Mix),Dimitri Vegas & Like Mike，W&W,3135,1.0
4617,Villanelle,Jo Blankenburg,10406,0.7692307692307693
4618,Balan a Nave,Mc Tchesco,1795,0.8333333333333334
4619,Get It All,Myrne，Popeska，Emily Hendrix,1123,0.6428571428571429
4620,I Really Wrote This for You,/KXLD.,3664,1.0
4621,梦承江南,江南诚,1443,0.8461538461538461
4622,Barack Obama Singing Shake It Off,Baracksdubs,5285,0.6363636363636364
4623,Jovial,Limes,2526,0.8
4624,morning,雨のパレード,5132,0.7857142857142857
4625,소녀감성100퍼센트（少女感性100%）,Oohyo,2240,0.9090909090909091
4626,A Dream,Melanie Rosé,1981,0.6428571428571429
4627,情囚,银临,2301,0.7272727272727273
4628,Walk Away - Album Version,Dia Frampton,41194,0.7142857142857143
4629,거짓말(Part.2)（谎言(Part.2)）,T-ara,1457,0.6666666666666666
4630,My Last Serenade,Joey Moe,2083,0.875
4631,아침달（早晨月）,nov,2430,0.7692307692307693
4632,胡萝卜须,许嵩,7003,1.0
4633,#SELFIE (Instrumental Mix),The Chainsmokers,22702,0.8666666666666667
4634,Perfect (Acoustic),Ed Sheeran,9237,1.0
4635,灯暖衣轻,五色石南叶，Tacke竹桑,1489,0.8333333333333334
4636,淡水海边,周杰伦,4602,0.5
4637,问情,常静,2659,1.0
4638,Great Spirit (Wildstylez Extended Remix),Armin van Buuren，Vini Vici，Hilight Tribe，Wildstylez,2196,1.0
4639,Fall Into You,Night Terrors of 1927,2392,1.0
4640,All Time Low (Cash Cash Remix),Cash Cash，Jon Bellion,3046,1.0
4641,Because Of You,Ronan Parke,3842,0.8181818181818182
4642,Dying In the Sun,The Cranberries,29579,0.6
4643,Where the Water Ends,VINAI，Anjulie,5258,1.0
4644,Miracles (Someone Special),Coldplay，Big Sean,3145,1.0
4645,Into the Battlefield,大坪直樹,5282,1.0
4646,想遇见一个人,曾咏熙,8118,0.8
4647,只要和你在一起（Gotta Be With You）,连诗雅,2881,0.8461538461538461
4648,Believe Me,阿保剛,3893,0.7857142857142857
4649,只是我妈不同意,南瓜饭，Giao爷,1619,0.5
4650,you belong to me,Carla Bruni,14995,0.9285714285714286
4651,Unity,Axero,5565,0.8181818181818182
4652,Mine,Phoebe Ryan,6162,0.9285714285714286
4653,I Don't Know Why You Think That,depression,1015,1.0
4654,十号风球,张国荣,3841,1.0
4655,神様のいうとおり,やくしまるえつこ，いしわたり淳治，砂原良徳,1465,0.7857142857142857
4656,Breathe,Telepopmusik,1068,1.0
4657,Dream,Axero,2023,1.0
4658,23,Mike Will Made It，Miley Cyrus，Wiz Khalifa，Juicy J,7883,0.8571428571428571
4659,Pong Dance,Vigiland,2170,1.0
4660,Sin Contrato (feat. Fifth Harmony),Maluma,1602,0.8888888888888888
4661,쓰레기（垃圾）,河佑镇，淑熙,4388,1.0
4662,We Are Young,Fun.，Janelle Monáe,41499,0.7857142857142857
4663,穿越时空的思念,昼夜,2613,0.8181818181818182
4664,Something Just Like This,Sam Tsui，Kurt Hugo Schneider,62555,0.9285714285714286
4665,江南梦,Winky诗,3279,0.7692307692307693
4666,Somebody Will,Gabrielle Current，Lincoln Jesser,3595,1.0
4667,越鼓卡吗,群星,1402,0.9230769230769231
4668,故园花茶(Live) - live,张敬轩,1099,0.8181818181818182
4669,One Less Lonely Girl,Justin Bieber,1656,0.8461538461538461
4670,Emily,Two Friends，James Delaney,1509,1.0
4671,If You Love Me,NS允智，朴宰范,2992,0.7142857142857143
4672,ヨスガノソラ メインテーマ -遠い空へ-,三輪学,20651,1.0
4673,Summer (Klaas Remix),Mazza,11165,1.0
4674,不老梦,银临,20483,0.6666666666666666
4675,あの小さな星空,月代彩,1704,0.6666666666666666
4676,Rasputin,Boney M.,1361,0.9333333333333333
4677,The Journey,TomLeevis,1999,0.8888888888888888
4678,おふざけモード,増田俊郎,14805,0.9230769230769231
4679,Illumination,Jennifer Thomas,3010,0.7857142857142857
4680,江南雨巷,绯村柯北,1009,0.8666666666666667
4681,晚安,马丁,18054,0.8461538461538461
4682,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs，Cookin' On 3 Burners,11949,1.0
4683,梦枕孤城,晃儿，不才,1137,0.8
4684,2017 End of the Year Mix,Vicetone,20827,0.9333333333333333
4685,5%,クリープハイプ,1549,0.6666666666666666
4686,Radioactive,Imagine Dragons,1053,0.7692307692307693
4687,Am I Wrong (Win & Woo Remix),Win & Woo，Nico & Vinz,11108,0.7
4688,身体健康,张卫健,1326,0.875
4689,#Lov3 #Ngẫu Hứng（PDD洪荒之力）,Hoaprox,171023,0.8
4690,倔强,五月天,1531,1.0
4691,High Five (Original Mix),Fox Stevenson,2594,0.0
4692,身边有人,张国荣,4489,0.8333333333333334
4693,High Brow Low Down,Deep East Music,3225,0.6666666666666666
4694,What Lovers Do (Slushii Remix),Maroon 5，SZA，Slushii,5828,0.8571428571428571
4695,Awake,Full Tilt,10398,1.0
4696,谁ガ为ノ世界,志方あきこ,1154,0.8571428571428571
4697,姗姗（Shanshan）,金玟岐,33989,1.0
4698,Last Reincarnation,AniFace,11433,0.0
4699,Belong (Original Mix),EDX,1105,0.8333333333333334
4700,仙侠世界（游戏《仙侠世界2》同人主题曲）,李常超 (Lao乾妈)，音频怪物，冥月，哦漏，萧忆情Alex，双笙，贰婶，肥皂菌丨珉珉的猫咪丨,4935,0.875
4701,不可能撮过你,C-BLOCK,1602,0.9
4702,Into You,Matisse & Sadko，Hanne Mjøen,14348,0.7692307692307693
4703,Summer,Calvin Harris,8317,1.0
4704,原始の森,Dropの小屋,1133,0.8888888888888888
4705,Never Say Goodbye,Baby V.O.X,1538,0.6666666666666666
4706,アイロニ,4円,43534,0.5
4707,Life,Tobu,47534,0.0
4708,Bring The Madness,Excision，Pegboard Nerds，Mayor Apeshit,1813,0.6666666666666666
4709,咬唇（电影《新札师妹Ⅱ美丽任务》主题曲）,杨千嬅,3056,0.7272727272727273
4710,How Many,W&W,2932,1.0
4711,带你去旅行,校长,138181,0.8461538461538461
4712,南部小城,曹方,6968,1.0
4713,Last Christmas,Ariana Grande,2961,0.7777777777777778
4714,Mistakes!,The Dreamer and the Sleeper,1251,0.8571428571428571
4715,Monody,TheFatRat，Laura Brehm,124439,0.75
4716,dream,bao nhi,4876,0.8
4717,Lying Together,FKJ,6346,1.0
4718,bb blue ( king krule cover ),emotional 001,9436,1.0
4719,断桥离情,姚贝娜,2243,0.9285714285714286
4720,一生放纵爱自由 (Original Mix),精彩强Sir,1040,1.0
4721,人生讃歌,茶色坚果巧克力,1035,0.5
4722,翼をください,林原めぐみ,7895,0.75
4723,InTheNight,Angelsik,1044,0.7777777777777778
4724,In The Dark,Jessica Hart,2138,0.9285714285714286
4725,Bye Bye Love (Album Version),The Ditty Bops,1067,0.7857142857142857
4726,Origin,Electric Joy Ride,2909,1.0
4727,Road to Freedom（归途）,金培达,2692,0.7857142857142857
4728,Break Me Up,Erika Selin,12283,0.8888888888888888
4729,Gasoline,Troye Sivan,3457,0.8
4730,Palace Memories（故宫的记忆）,S.E.N.S.,46798,0.75
4731,Going the Distance,Bill Conti,1516,0.8
4732,永久に结ひて,石橋優子,2158,1.0
4733,You & I,Mike Williams，Dastic,2410,0.6
4734,Coffee,ササノマリイ,2595,0.8888888888888888
4735,Shades of Grey [Eklo Remix],Eklo，Oliver Heldens，Shaun Frank，Delaney Jane,1021,0.9285714285714286
4736,Wasting Moonlight (Radio Edit),Sick Individuals,2853,0.7142857142857143
4737,君色に染まる（染上你的颜色）,帅气的眠木ア,1613,0.8888888888888888
4738,做我的猫,满舒克,32510,1.0
4739,Addicted To Your Love,Million Dollar Weekends,1527,0.8
4740,HANNARI,BPM15Q,8656,0.7692307692307693
4741,メインテーマ「永遠の一瞬」,伊藤賢治,7291,0.9
4742,Mr. Spaceman (2017 Edit),Hardwell，Bright Lights,2106,0.75
4743,without you here​.​.​.,vassh,2522,1.0
4744,I Do Adore,Mindy Gledhill,2472,0.8571428571428571
4745,Jagdzeit,Megaherz,7090,1.0
4746,Vibrance,Wisp X,13504,0.9090909090909091
4747,The Lazy Song,Bruno Mars,17472,0.9333333333333333
4748,Feel (Radio Edit),Mahmut Orhan，Sena Sener,2013,0.7142857142857143
4749,Cry for the moon（《来自风平浪静的明天 原声1》配乐）,出羽良彰,17229,0.8
4750,おなじ话（重复的话）,ハンバート ハンバート,5032,0.7272727272727273
4751,New Year's Day,Taylor Swift,10671,0.6428571428571429
4752,砂塵の彼方へ,Revo & 梶浦由記,3620,1.0
4753,ぼくたちの失败,森田童子,1329,0.8181818181818182
4754,同道中人,张国荣,2475,0.8181818181818182
4755,Battles and Wastelands,Neo Retros,30833,1.0
4756,“プラチナむかつく”,神前暁,1909,0.5555555555555556
4757,This Is How We Leave,Inside Zohar,3401,0.9285714285714286
4758,大艺术家,李荣浩,2205,0.6363636363636364
4759,my fire,depression，nevercolour,1353,0.5
4760,Primetime-sexcrime,Earphones,48214,0.0
4761,Animals,Maroon 5,31851,0.7142857142857143
4762,When You Told Me You Loved Me,Jessica Simpson,3151,0.7272727272727273
4763,El Mismo Sol,Álvaro Soler，Jennifer Lopez,2279,0.8181818181818182
4764,Butterfly,Smile. DK,34173,0.9285714285714286
4765,湘桥月,银临，鸦青,1435,0.7777777777777778
4766,UTO,Oohyo,2312,0.8
4767,Fade Away,Sam Feldt，Inna，Lush & Simon,2660,0.75
4768,Tonight (Extended Mix),Don Diablo,2429,0.6428571428571429
4769,梦死醉生,张国荣,1506,0.7857142857142857
4770,不说再见（电影《谁的青春不迷茫》主题曲）,好妹妹,63223,0.8181818181818182
4771,Boys,Smile. DK,1442,0.9285714285714286
4772,Sea Hero (Original Mix),LuckyMaxx,3480,0.6923076923076923
4773,Heroes (we could be),Alesso，Tove Lo,11851,0.7272727272727273
4774,ur face,utopyan,6828,0.8
4775,对面的女孩看过来,任贤齐,1405,0.7857142857142857
4776,时代を超える想い2（穿越时空的思念2）,和田薫,18298,0.8571428571428571
4777,哎呀,李荣浩,3867,0.9285714285714286
4778,Wrong Club,The Ting Tings,1158,0.8
4779,太阳のラ,PoPoyans,3679,1.0
4780,以下范上,C-BLOCK,2007,0.6923076923076923
4781,Leevis,Fri，TomLeevis,5293,0.7142857142857143
4782,Without You,Avicii，Sandro Cavazza,31345,1.0
4783,Young,The Chainsmokers,9707,0.9
4784,野生动物,李荣浩,9404,0.8461538461538461
4785,Let It Go（放手吧）,Idina Menzel,18459,0.8461538461538461
4786,いけないボーダーライン（八音盒-mix）,fndxt-x,1268,0.8571428571428571
4787,千年空城,东篱,6309,0.25
4788,查无此人（Cover 袁娅维 曲：《阿楚姑娘》）,余半声,2659,0.5
4789,Too Good to Be True,Danny Avila，The Vamps，MGK,2028,1.0
4790,越过山丘（致李宗盛）,杨宗纬,81218,1.0
4791,Why Would I Ever,Paula DeAnda,29724,0.75
4792,I Still See Your Face,San Holo,2983,0.8
4793,梦太晚,排骨教主,1755,0.75
4794,Nothing's Gonna Change My Love for You,George Benson,13052,1.0
4795,Too Damn High (Original Mix) - remix,Antichrist,1261,0.3333333333333333
4796,你曾这样问过（Cover 周深）,管珩心,1113,0.9230769230769231
4797,Bitch Better Have My Money,Rihanna,9116,0.6666666666666666
4798,Wrong,Far Out，Emilia Ali,2115,0.8571428571428571
4799,浪费（原唱 : 林宥嘉）,徐佳莹,61873,1.0
4800,Andalusia (Filatov & Karas Remix),Antoine Chambe，Hi-Ly，Filatov & Karas,1501,0.9230769230769231
4801,VCR,The xx,2013,0.6666666666666666
4802,Waves,Kat DeLuna,2166,1.0
4803,いつまでも一绪にいよう,三輪学,5041,1.0
4804,挖掘机技术哪家强？,伊丽莎白鼠,9518,0.8
4805,New,Daya,4826,0.8
4806,Closer,Lemâitre,8181,0.7142857142857143
4807,披星戴月,张敬轩,3548,0.9285714285714286
4808,Secret,茶太,22616,0.7692307692307693
4809,Fiona Coyne,SAINT PEPSI,4980,0.9333333333333333
4810,Listening For The Weather,Bic Runga,1120,0.8666666666666667
4811,In My Blood,The Veronicas,9861,0.0
4812,Gusts of Wind Blowing in Different Directions,The Last Dinosaur,1587,0.8571428571428571
4813,Wonderful,OMFG,5186,0.8666666666666667
4814,Love Will Take You Places,Danny Gokey,1540,0.8666666666666667
4815,陪你倒数,张国荣,1087,0.5
4816,恋爱ing,五月天,3248,1.0
4817,不将就（电影《何以笙箫默》片尾主题曲）,李荣浩,61955,1.0
4818,Ah Yeah So What (SCNDL Remix),Will Sparks，Wiley，Elen Levon，SCNDL,2266,1.0
4819,青春,宋扬,1230,0.0
4820,雨の中の二人,五輪真弓,1172,0.6666666666666666
4821,Get Jinxed（LOL英雄联盟金克斯主题曲）,Agnete Kjolsund,8200,0.7692307692307693
4822,作曲家,李荣浩,6693,0.9090909090909091
4823,在九月结束的时候与你告别,张罐子,10982,1.0
4824,Trouble To Love,김댕，김관호，셀프 어쿠스틱,6096,0.75
4825,긍정백수（积极的无业游民）,Ants,1892,0.8571428571428571
4826,Trouble Maker,Trouble Maker,12096,0.8333333333333334
4827,HandClap,Fitz & the Tantrums,51676,0.8666666666666667
4828,前前前世 绝美钢琴抒情柔版(Cover:RADWIMPS),至尊马甲,1656,0.6363636363636364
4829,夕日,茶太,6970,1.0
4830,Where Have You Been,Rihanna,2061,0.7142857142857143
4831,Raise Your Hands (Radio Edit),Ummet Ozcan,4667,0.8333333333333334
4832,Xenogenesis (Original Mix),TheFatRat,27587,0.875
4833,Carry You Home,Tiësto，Aloe Blacc，StarGate,3255,0.8
4834,Brushed Away,Favor,2359,1.0
4835,Put Ya Hands (Original Mix),Vikstrom,1364,0.75
4836,Teenage Dream,Katy Perry,10885,0.9090909090909091
4837,首首动听全新伤感车载慢摇DJ舞曲,群星,2639,0.6666666666666666
4838,Just About Enough,Sarina Paris,5653,0.8888888888888888
4839,crack,りぶ,1680,0.6666666666666666
4840,D (Half Moon),DEAN，GAEKO,5894,0.8
4841,Masquerade,黒石ひとみ,4779,1.0
4842,Overture (William Tell)（威廉·退尔序曲）,André Rieu,9098,0.9
4843,Six Play,George Benson,1164,0.8333333333333334
4844,外愈,任然,23866,0.6666666666666666
4845,夜空的寂静（钢琴曲）,赵海洋,15800,0.8571428571428571
4846,童话镇,陈一发儿,216881,1.0
4847,ずるいよ…,CHIHIRO,4343,0.8666666666666667
4848,심술（心术）,脸红的思春期,2172,0.8571428571428571
4849,他不爱我,莫文蔚,1066,1.0
4850,Sku' Ha' Gået Hjem,Sys Bjerre,14789,1.0
4851,散歩,Canappeco,1356,0.7857142857142857
4852,Lucky,Ashily,1108,0.8666666666666667
4853,I Love You,乐童音乐家,3739,1.0
4854,HAPPY ARABIA,S.E.N.S.,1690,1.0
4855,Prelude – Act I (Carmen)（卡门序曲）,André Rieu,7472,0.7857142857142857
4856,listen,Said The Sky,12994,0.125
4857,Galway Girl,Madilyn Bailey,18872,0.8181818181818182
4858,安和桥（Cover 宋冬野）,宇西,29852,0.75
4859,can't take my eyes off you,陈一发儿,4338,0.875
4860,夏日、教室与望着窗外的我,Candy_Wind,2224,0.7142857142857143
4861,情网,张学友,3160,0.9230769230769231
4862,This Is What You Came For ,Calvin Harris，Rihanna,37077,0.8666666666666667
4863,大鱼（动画电影《大鱼海棠》印象曲）,周深,142164,1.0
4864,zzz,Bye Mugen,4516,1.0
4865,Nubia,Aly & Fila,1167,0.8571428571428571
4866,Walk Away,Jackie Boyz，J.Burney,1953,0.7692307692307693
4867,1 Page,Choco And Vanilla,6744,0.6666666666666666
4868,Love U,Razihel,2111,0.8571428571428571
4869,ゴールデンタイムラバー（动画《钢之炼金术FA》OP3 / アニメ「鋼の錬金術師 FULLMETAL ALCHEMIST」OP3）,スキマスイッチ,3225,0.7692307692307693
4870,Wonderful U - Demo Version,AGA,106745,0.7142857142857143
4871,千娇百美,张国荣,1806,1.0
4872,First Time,Kygo，Ellie Goulding,6842,0.7692307692307693
4873,Moon U,GOT7,3004,0.9230769230769231
4874,Stay Here Forever,Jewel,38932,0.8
4875,Hard Out Here,Lily Allen,3314,0.6363636363636364
4876,Romantic Soul,Jhameel,3040,1.0
4877,Bitches (Original Mix),DOPEDROP,1612,0.8571428571428571
4878,六等星の夜 (from Live at anywhere),Aimer,4313,0.7272727272727273
4879,The promise,Secret Garden,20402,0.8571428571428571
4880,Fuego,Alok，Bhaskar,5288,0.3333333333333333
4881,Lady Laura,Tamara,2557,0.7777777777777778
4882,Cold Shoulders,Elyonbeats,4655,0.75
4883,上元姑娘,横颜君,3619,1.0
4884,Holdin' On (Skrillex & Nero Remix),Monsta,6287,1.0
4885,Mi-e Dor,DJ Project，Giulia,1841,1.0
4886,Hero’s Come Back!!（TV动画《火影忍者疾风传》OP1 / TVアニメ「NARUTO -ナルト- 疾風伝」OP1）,nobodyknows+,4663,0.9285714285714286
4887,Take my hand - Freddy@Disco Radio Edit,DJ KAJJIN，Mimi,6246,0.75
4888,Seasons in the Sun,Westlife,19643,0.8
4889,爱をとりもどせ!!（北斗の拳）,クリスタルキング,7549,0.5714285714285714
4890,Bizarre Love Triangle,陈一发儿,1025,0.6
4891,Tell Me,Take/Five,1550,0.5555555555555556
4892,Straightjacket,Quinn XCII,1177,1.0
4893,不露声色,Jam,68353,0.9090909090909091
4894,生きていたんだよな（她曾活过啊）,あいみょん,60502,0.8888888888888888
4895,明月天涯,五音Jw,23283,0.7857142857142857
4896,Haters (Original Mix),Deorro，Will Sparks，IEZ,2124,0.75
4897,想い出は遠くの日々,天門,12360,0.8
4898,Try,Axero,2384,0.7692307692307693
4899,眼保健操(Dodie Mashup),dodie,13154,0.9230769230769231
4900,mirror,DELA,9536,0.6923076923076923
4901,清平误,小曲儿,3993,1.0
4902,Caffeine ,Thomston,5696,0.7272727272727273
4903,雨のち想い出,志倉千代丸,2904,0.7777777777777778
4904,IN LOVE ALONE,Stevie Hoang,5021,1.0
4905,TIME,DEPAPEPE,1327,0.9230769230769231
4906,只对你有感觉,林俊杰,6628,0.8
4907,Mengele y el amor,Klaus & Kinski,3553,0.8
4908,Need You,Dillon Francis，NGHTMRE,1256,0.8571428571428571
4909,CHIKI CHIKI,Various Artists,1326,0.8571428571428571
4910,Carioca (Kiko Franco & Paradise City Remix),Bianca Chami，Joe Kinni，Jakko，Kiko Franco，Paradise City,1638,0.9090909090909091
4911,滴汗,张国荣,2902,0.8
4912,蓝鲸,Jeremiad Always Twinge HuaBai,2288,0.9285714285714286
4913,我想（feat.MC pharaoh),八点四十八，法老,2063,0.8333333333333334
4914,Immortals,Fall Out Boy,20315,0.8
4915,White Lies (Original Mix),The Him,2460,0.75
4916,let's go to japan (original mix) - remix,jay karama,1443,0.9166666666666666
4917,同类,陈俊彤,19471,0.8
4918,いつか帰るところ,TSUKINOSORA,2267,0.8571428571428571
4919,Firework,GOT7,1874,0.8
4920,sand dream,Revo & 梶浦由記,6324,0.6
4921,オレンジ (Acoustic Ver.),7!!,7015,0.8888888888888888
4922,恋人よ,五輪真弓,1111,0.7692307692307693
4923,第一次,光良,1113,1.0
4924,枕头,张国荣,2217,0.8571428571428571
4925,ペンパイナッポーアッポーペン(PPAP) (Long ver.)（Pen-Pineapple-Apple-Pen (PPAP) ) (Long ver.)）,PIKO太郎,1144,0.8666666666666667
4926,Demons Beg Me To Fly (produced by Marf Hundo),Beamon,1051,1.0
4927,静希草十郎,深澤秀行,2997,1.0
4928,流星雨,F4,24704,0.7142857142857143
4929,我唯一青春里的路人,陈雪凝,131853,0.7142857142857143
4930,扑倒汉子,渔彦，榆木,3911,0.8333333333333334
4931,오른쪽 왼쪽（Right & Left）,G. Brown，赵贤雅,1319,0.7692307692307693
4932,东京不太热,封茗囧菌,40787,0.8
4933,We Don't Talk Anymore,Charlie Puth，Selena Gomez,132774,0.625
4934,エンターテイナー,V.A.,1260,0.6923076923076923
4935,Eyes Closed,Halsey,4711,0.6666666666666666
4936,Stay With Me (Krys Talk Remix) ,Mendum,1144,0.6923076923076923
4937,What Am I To You?,Norah Jones,1269,1.0
4938,讲不出再见,谭咏麟,31458,0.8571428571428571
4939,Shake That,Eminem，Nate Dogg,5478,0.8571428571428571
4940,青玉案（唱：云の泣 词：小鱼萝莉）,云の泣,8279,0.9230769230769231
4941,秋怨 (曼陀罗版),群星,2549,0.7857142857142857
4942,最美,羽·泉,1573,0.875
4943,The Reason (Leventina & Daniel Portman Remix) ,Daniel Portman,1128,0.7857142857142857
4944,on and on（ことばのパズル もじぴったん大辞典）,V.A.,3564,1.0
4945,听不到,五月天,2069,0.8666666666666667
4946,again (YUI Acoustic Version),YUI,5487,0.8888888888888888
4947,Littlest Things,Lily Allen,3483,1.0
4948,Soar,Jotra,1606,0.8
4949,Zombie (Ray Knox RMX Edit),Andrew Spencer & The Vamprockerz,2603,0.75
4950,Power,Little Mix,1279,0.9285714285714286
4951,老路小路,靳松,8721,1.0
